amfi_code,cagr_1yr,cagr_3yr,cagr_5yr,sharpe,sortino,alpha,beta,max_drawdown,expense_ratio_pct,score
119120,0.055219955107626895,0.05840358798463097,,-0.7433299453192601,-0.6557704410964613,0.05620895216638369,-0.006413850728276474,-0.04328728923970093,0.77,26.625
119551,0.6043734071403091,0.3045652442030289,,0.8612453347404889,0.7644794260243586,0.23201007160635082,-0.03175144113890974,-0.1501238549864533,1.54,71.81250000000001
119552,0.05706100044974027,0.16267372294624916,,0.6484432595603181,0.5732527730892751,0.1986859936686296,-0.026159307513513412,-0.11803493502764295,0.66,59.375000000000014
119598,0.8277605861507404,0.2666992200118774,,0.7119117121875639,0.6313318917560284,0.3033696538698332,-0.02319606204405971,-0.2870600572176455,1.43,75.12500000000001
119599,0.1394780335518997,-0.01337386614488112,,-0.13622050190445142,-0.11501178240919588,0.048824215945539845,0.062001804382671666,-0.5257422117012851,0.72,33.6875
120503,0.08489081269294418,0.13978381933703043,,0.5167111854082949,0.4546196293776379,0.17703302365844073,-0.040268952369820595,-0.13897862823061635,1.42,49.75
120504,0.13064279264417977,0.3248742855621496,,0.7149047328366368,0.6230310566576106,0.2119482701352573,0.016232169761417007,-0.12588275606922517,0.8,74.49999999999999
120505,0.29604659337893646,0.317775371512347,,0.8835305618597259,0.7877285954099509,0.2926358334175106,0.000549004250631735,-0.18188513572116294,1.36,84.5
120506,0.4181904829701364,0.1842199653744454,,0.4047414286757048,0.35342087550444895,0.1625385327998104,0.041896462728119754,-0.1982565826298267,1.41,54.37499999999999
120507,0.0742505077613469,0.07394286300360076,,-3.65132012260491,-4.701634144417268,0.06746210411099539,-0.00044409263297072297,-0.0009773140045925555,0.74,28.249999999999996
120841,0.16837098075385626,0.1726727508371786,,0.25519682654471876,0.2219453815612263,0.13042924450705445,0.036356399022199795,-0.1757361416468729,1.59,40.5
120842,0.2250195657587366,0.07756003551327284,,-0.05818491781580165,-0.04853611391922315,0.0780443887615508,0.018056874208118173,-0.24003511326274884,1.56,33.875
120843,0.26657081760850154,0.2958277033726251,,0.9658612153782937,0.879200710817301,0.27330465038306057,-0.022829569792426528,-0.1297396816518679,1.45,77.62500000000001
120844,0.07120323042122512,0.06695971624586994,,-4.001594214078875,-5.186019468357382,0.06455677495375998,-0.0004007442394784006,-0.0011629327956168556,0.6,28.125000000000007
125497,0.2867535802656873,0.18434488610520172,,0.5064305663127477,0.4454198818840573,0.17729754927531766,0.04882040425957738,-0.15200013055606398,0.92,57.375
125498,0.15443720834451846,0.11245222866621418,,0.1348398014795069,0.11461304618000363,0.11989100971217971,0.009054412621739182,-0.21117279560132118,0.78,46.375
148567,0.20360678307711866,0.3400091602163293,,1.068556348275243,0.9241385060425817,0.2698375144191807,0.023683558075848637,-0.11265729075028275,1.46,79.375
148568,0.14269394138778924,0.14748035533586012,,0.6408725255448746,0.5650079333924223,0.20873010086942337,-0.02638771994384303,-0.1527259422823477,1.52,52.062500000000014
148569,0.3975176148971702,0.2917890157839378,,0.9193326201674713,0.8297463428472586,0.2827036785246582,0.018133884083859228,-0.1639674294693263,1.6,73.31250000000001
149322,0.1811115252275146,0.18044206486636138,,0.23973797115762305,0.20544899363615846,0.13173190226099432,-0.0040502711300065145,-0.14844576917771746,1.54,40.81250000000001
149323,0.21481222193726257,0.268699908289022,,0.8331444918410603,0.716859064820366,0.26598577542043045,-0.00252300466469923,-0.17248105753451382,1.61,66.875
149324,0.6513871892998797,0.27000426614519246,,0.7146440460582301,0.6294818566236063,0.3005787817097677,0.011455159960520699,-0.31171900300634214,1.52,74.93749999999999
